SUBMISSION_ID,QUESTION_ID,QUESTION_TEXT,ANSWER_TEXT,ANSWER_VALUE,SUBMITTED_ON,HEARTWARMING,WORKSHOP_CODE,WORKSHOP_SF_ID,WORKSHOP_TOPIC,WORKSHOP_REGION,WORKSHOP_LOCATION,WORKSHOP_DATE,WORKSHOP_START_TIME,WORKSHOP_END_TIME,YEAR_LEVEL,SCHOOL_ACCOUNT_ID,SCHOOL_NAME,SCHOOL_STATE,SCHOOL_REGION,SCHOOL_GEOLOCATION_LATITUDE,SCHOOL_GEOLOCATION_LONGITUDE,SCHOOL_ICSEA_PERCENTILE,SCHOOL_NUMBER_OF_ENROLEMENTS,SCHOOL_AGREEMENT_OPPORTUNITY_ID,SCHOOL_AGREEMENT_NAME,SCHOOL_AGREEMENT_STAGE,SCHOOL_AGREEMENT_CLOSE_DATE,SCHOOL_AGREEMENT_AMOUNT,FACILITATORS_LIST,MENTORS_LIST,LEAD_FACILITATOR,ATSI_IDENTIFICATION,GENDER,NUMBER_OF_STUDENTS,FACILITATOR_WORKSHOP_RATING,WAS_WORKSHOP_COMPROMISED,IF_COMPROMISED_WHAT_HAPPENED,DID_WORKSHOP_DEVIATE,IF_DEVIATED_WHAT_WAS_DIFFERENT,WORKSHOP_GEMS,ANYTHING_ELSE_TO_NOTE
3eu1z0shzbuk3xf1,18B,I feel more confident in myself after today's workshop,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,20 Canberra Rd,21/07/2025,10:00,12:00,8,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
3eu1z0shzbuk3xf1,19A,The facilitator made me feel safe and respected,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,131 Canberra Rd,21/07/2025,10:00,12:00,8,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
3eu1z0shzbuk3xf1,19B,I would recommend this workshop to other students,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,163 Canberra Rd,21/07/2025,10:00,12:00,8,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
3eu1z0shzbuk3xf1,61A,What is the most valuable thing you have learnt today in the workshop?,I learnt to speak up in class instead of staying silent.,,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,30 Canberra Rd,21/07/2025,10:00,12:00,8,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
3eu1z0shzbuk3xf1,62A,Is there anything we could do to make the workshop better?,More of the games and group activities would be good.,,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,136 Canberra Rd,21/07/2025,10:00,12:00,8,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
mwwjpgjqmljel532uuj2e42t,18B,I feel more confident in myself after today's workshop,AGREE,4,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,219 Canberra Rd,21/07/2025,10:00,12:00,5,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
mwwjpgjqmljel532uuj2e42t,19A,The facilitator made me feel safe and respected,AGREE,4,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,24 Canberra Rd,21/07/2025,10:00,12:00,5,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
mwwjpgjqmljel532uuj2e42t,19B,I would recommend this workshop to other students,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,158 Canberra Rd,21/07/2025,10:00,12:00,5,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
mwwjpgjqmljel532uuj2e42t,61A,What is the most valuable thing you have learnt today in the workshop?,The courage to try out for the team - I believe in myself more now.,,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,153 Canberra Rd,21/07/2025,10:00,12:00,5,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
mwwjpgjqmljel532uuj2e42t,62A,Is there anything we could do to make the workshop better?,"Nothing really, it was great as it is.",,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,130 Canberra Rd,21/07/2025,10:00,12:00,5,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
39c2mu46jd2gvf6lcp2277,18B,I feel more confident in myself after today's workshop,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,25 Canberra Rd,21/07/2025,10:00,12:00,10,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
39c2mu46jd2gvf6lcp2277,19A,The facilitator made me feel safe and respected,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,143 Canberra Rd,21/07/2025,10:00,12:00,10,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
39c2mu46jd2gvf6lcp2277,19B,I would recommend this workshop to other students,STRONGLY AGREE,5,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,174 Canberra Rd,21/07/2025,10:00,12:00,10,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
39c2mu46jd2gvf6lcp2277,61A,What is the most valuable thing you have learnt today in the workshop?,That I can be kinder to myself instead of comparing to everyone online.,,21/07/2025 12:00,TRUE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,99 Canberra Rd,21/07/2025,10:00,12:00,10,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
39c2mu46jd2gvf6lcp2277,62A,Is there anything we could do to make the workshop better?,More of the games and group activities would be good.,,21/07/2025 12:00,FALSE,GYE230S2025,a0usuhaFVBliyIT,SELF,ACT,73 Canberra Rd,21/07/2025,10:00,12:00,10,001ZQ3VZprkYSgy,Marrickville Senior High School,ACT,Canberra,-16.383609,122.674915,23,1892,0066Dwt0Y3oobQm,Marrickville Sponsorship 2026,Closed Won,13/03/2025,"$45,000","Sam Okafor : sam@lifechanger.org.au, Sophie Wilson : sophie@lifechanger.org.au",Sophie Wilson : sophie@lifechanger.org.au,sam@lifechanger.org.au,NO,FEMALE,22,3,FALSE,,FALSE,,A student said it was the first time they'd spoken up in class all year.,
16xbxtlnv5m-oijesg687cviyjk,18E,I feel more connected to the people around me,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,80 Toowoomba Rd,27/08/2025,10:00,12:00,5,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,MALE,22,4,FALSE,,FALSE,,,
16xbxtlnv5m-oijesg687cviyjk,19A,The facilitator made me feel safe and respected,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,248 Toowoomba Rd,27/08/2025,10:00,12:00,5,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,MALE,22,4,FALSE,,FALSE,,,
16xbxtlnv5m-oijesg687cviyjk,19B,I would recommend this workshop to other students,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,208 Toowoomba Rd,27/08/2025,10:00,12:00,5,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,MALE,22,4,FALSE,,FALSE,,,
16xbxtlnv5m-oijesg687cviyjk,61A,What is the most valuable thing you have learnt today in the workshop?,Our class gets along much better since the sessions.,,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,201 Toowoomba Rd,27/08/2025,10:00,12:00,5,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,MALE,22,4,FALSE,,FALSE,,,
16xbxtlnv5m-oijesg687cviyjk,62A,Is there anything we could do to make the workshop better?,Maybe make the session a bit longer.,,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,121 Toowoomba Rd,27/08/2025,10:00,12:00,5,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,MALE,22,4,FALSE,,FALSE,,,
x23sy670-kmiqd4x9g7h,18E,I feel more connected to the people around me,AGREE,4,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,129 Toowoomba Rd,27/08/2025,10:00,12:00,12,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
x23sy670-kmiqd4x9g7h,19A,The facilitator made me feel safe and respected,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,96 Toowoomba Rd,27/08/2025,10:00,12:00,12,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
x23sy670-kmiqd4x9g7h,19B,I would recommend this workshop to other students,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,61 Toowoomba Rd,27/08/2025,10:00,12:00,12,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
x23sy670-kmiqd4x9g7h,61A,What is the most valuable thing you have learnt today in the workshop?,I made real friends and don't feel so alone anymore.,,27/08/2025 12:00,TRUE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,99 Toowoomba Rd,27/08/2025,10:00,12:00,12,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
x23sy670-kmiqd4x9g7h,62A,Is there anything we could do to make the workshop better?,Honestly I enjoyed all of it.,,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,21 Toowoomba Rd,27/08/2025,10:00,12:00,12,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
obugvjics4i42afbqnj97,18E,I feel more connected to the people around me,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,128 Toowoomba Rd,27/08/2025,10:00,12:00,9,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
obugvjics4i42afbqnj97,19A,The facilitator made me feel safe and respected,STRONGLY AGREE,5,27/08/2025 12:00,FALSE,JUW300T2025,a0uiMT8ftJyPYv0,TRIBE,QLD,153 Toowoomba Rd,27/08/2025,10:00,12:00,9,001fPBi3Dldqyun,Stonebridge Grammar School,QLD,Toowoomba,-32.86778,143.687959,99,996,006rW81Aq1fEbVI,Stonebridge Partnership 2026,Closed Won,12/03/2025,"$8,000","Aisha Chen : aisha@lifechanger.org.au, Sam Okafor : sam@lifechanger.org.au",Sam Okafor : sam@lifechanger.org.au,aisha@lifechanger.org.au,NO,FEMALE,22,4,FALSE,,FALSE,,,
